word,phonetic,definition_zh,definition_en,example,tags,audio_file
distant,'dɪstənt,adj  远离的， 遥远的； 疏远的， 冷淡的； 久远的； 不同的,far away in space or time,the sound of distant gunfire,sholvoir;toefl;exam;core,
resonance,'rɛznəns,n  共振， 共鸣； 回声， 反响,the special meaning or importance that something has for you because it relates to your own experiences,a tradition that has little resonance in the 21st century,sholvoir;toefl;exam;core,
propose,prə'poz,v  建议， 提议； 提名， 推荐； 打算， 计划； 求婚,to suggest something as a plan or course of action,the changes currently proposed by the local planning authorities,sholvoir;toefl;exam;core,
spearhead,'spɪr'hɛd,n 先锋，前锋，先头部队; vt  为…作先锋； 带头做,a person or group of people who lead an attack or organized action; to lead an attack or organized action,the troops who spearheaded the rescue mission,sholvoir;toefl;exam;core,
seismograph,'saɪzməɡræf,n  地震仪， 测震仪,an instrument that measures and records the movement of the earth during an  earthquake ,"On the right waist have a seismograph, it tender prior to the earthquake forecast the earthquake.",sholvoir;toefl;exam;core,
reform,rɪ'fɔrm,n&v  改革， 改造， 革新； 改正， 改过自新,"to improve a system, law, organization etc by making a lot of changes to it, so that it operates in a fairer or more effective way",plans to radically reform the tax system,sholvoir;toefl;exam;core,
angular,'æŋɡjəlɚ,adj  有角的， 尖角的； 消瘦的， 瘦骨嶙峋的,thin and not having much flesh on your bones,"a tall, angular young man",sholvoir;toefl;exam;core,
daylight,'delaɪt,n  日光； 白昼,the light produced by the sun during the day,The park is open to the public during daylight hours .,sholvoir;toefl;exam;core,
podium,'podɪəm,n  讲坛， 讲台； 指挥台,"a small raised area for a performer, speaker, or musical  conductor  to stand on","Unsteadily he mounted the podium, adjusted the microphone, coughed, and went completely blank.",sholvoir;toefl;exam;core,
binary,'baɪnəri,adj  二进制的； 二元的； 由两部分组成的,"a system of counting, used in computers, in which only the numbers 0 and 1 are used",a binary star system,sholvoir;toefl;exam;core,
ensue,ɪn'su,vi  继而发生， 接着发生,to happen after or as a result of something,"If the Europeans did not reduce subsidies, a trade war would ensue.",sholvoir;toefl;exam;core,
crazy,'krezi,adj  疯狂的， 不理智的； 狂热的， 热衷的； 精神失常的,very strange or not sensible,The neighbours must think we’re crazy.,sholvoir;toefl;exam;core,
microscopic,",maɪkrə'skɑpɪk",adj  用显微镜可见的； 极小的,extremely small and therefore very difficult to see,a microscopic speck of dust,sholvoir;toefl;exam;core,
homage,'hɑmɪdʒ,n  尊敬， 敬意,something you do to show respect for someone or something you think is important,The film pays homage to Martin Scorsese’s ‘Mean Streets’.,sholvoir;toefl;exam;core,
penicillin,",pɛnɪ'sɪlɪn",n  青霉素， 盘尼西林,a type of medicine that is used to treat infections caused by  bacteria ,,sholvoir;toefl;exam;core,
pine,paɪn,vi  憔悴； 难过， 悲伤; n 松树,to become sad and not continue your life as normal because someone has died or gone away; a tall tree with long hard sharp leaves that do not fall off in winter,"Six months after he left, she was still pining.",sholvoir;toefl;exam;core,
enlightenment,ɪn'laɪtnmənt,n  启发， 教化， 启迪； [the E-]启蒙运动,Enlightenment means the act of enlightening or the state of being enlightened,Stella had a moment of enlightenment.,sholvoir;toefl;exam;core,
irony,'aɪrəni,n  反话， 讽刺， 嘲弄； 具有讽刺意味的事,"a situation that is unusual or amusing because something strange happens, or the opposite of what is expected happens or is true",Life is full of little ironies.,sholvoir;toefl;exam;core,
mandatory,'mændətɔri,n 强制的，法定的，义务的； 受托人； 代理人,,,sholvoir;toefl;exam;core,
caterpillar,'kætɚpɪlɚ,n  毛毛虫,a small creature like a  worm  with many legs that eats leaves and that develops into a  butterfly  or other flying insect,I saw a caterpillar on the leaf.,sholvoir;toefl;exam;core,
hypertext,'haɪpɚ'tɛkst,n  超文本,"a way of writing computer documents that makes it possible to move from one document to another by  clicking  on words or pictures, especially on the Internet",...information embroidered with colourful graphics and tied together by hypertext links.,sholvoir;toefl;exam;core,
bedrock,'bɛdrɑk,n  基础， 根基； 基岩,"the basic ideas, features, or facts on which something is based",Marriage and children are the bedrock of family life.,sholvoir;toefl;exam;core,
syndrome,'sɪndrəm,n  综合征； 典型表现,an illness which consists of a set of physical or mental problems – often used in the name of illnesses,people who suffer from irritable bowel syndrome,sholvoir;toefl;exam;core,
newsprint,'nuzprɪnt,n  新闻纸,cheap paper used mostly for printing newspapers on,...a newsprint warehouse.,sholvoir;toefl;exam;core,
tow,to,vt&n  拖， 牵引,"to pull a vehicle or ship along behind another vehicle, using a rope or chain",The ship had to be towed into the harbor.,sholvoir;toefl;exam;core,
harmonic,hɑr'mɑnɪk,n 泛音；,,And the researchers say our brains might like these chords because their frequencies resemble those of a single harmonic note.,sholvoir;toefl;exam;core,
haul,hɔl,v 拖，拖运; n  拖， 拉， 拖运； 一次获得的数量； 旅行的距离,to pull something heavy with a continuous steady movement; the amount of fish caught when fishing with a net,the steam locomotive which hauled the train,sholvoir;toefl;exam;core,
energetic,",ɛnɚ'dʒɛtɪk",adj  精力充沛的， 积极的,having or needing a lot of energy or determination,an energetic man,sholvoir;toefl;exam;core,
quilt,kwɪlt,v 缝被；缝制; n  被褥,"If you quilt, or if you quilt a piece of fabric, you make a quilt; a warm thick cover for a bed, made by sewing two layers of cloth together, with feathers or a thick material in between them",Maggie knows how to quilt.,sholvoir;toefl;exam;core,
premier,prɪ'mɪr,adj  第一的， 首要的； 最著名的; n 首相，总理,best or most important; a  prime minister  – used in news reports,one of Dublin’s premier hotels,sholvoir;toefl;exam;core,
allergic,ə'lɝdʒɪk,adj  过敏的， 变态反应的； 对…讨厌的,having an allergy,an allergic reaction to nuts,sholvoir;toefl;exam;core,
oceanographer,",oʃɪə'nɑgrəfɚ",n  海洋学者,,"In 1904 Johannes Schmidt, a young Danish oceanographer and biologist, got a job aboard the Thor, a Danish research vessel, studying the breeding habits of food fishes such as cod and herring.",sholvoir;toefl;exam;core,
anecdote,'ænɪkdot,n  秘闻； 轶事， 趣闻,a short story based on your personal experience,The book is full of amusing anecdotes about his life in Japan.,sholvoir;toefl;exam;core,
officious,ə'fɪʃəs,adj  爱发号施令的， 爱指手画脚的,too eager to tell people what to do – used to show disapproval,an officious traffic warden,sholvoir;toefl;exam;core,
infiltrate,ɪn'fɪltret,v  渗入， 渗透； 悄悄进入， 潜入,to secretly join an organization or enter a place in order to find out information about it or harm it,Police attempts to infiltrate neo-Nazi groups were largely unsuccessful.,sholvoir;toefl;exam;core,
minor,'maɪnɚ,vi  辅修; adj 较小的；次要的; n 未成年人；辅修科目,"small and not very important or serious, especially when compared with other things; someone who is below the age at which they become legally responsible for their actions",What are your major subject and minor subject?,sholvoir;toefl;exam;core,
hostile,ˈhɑstl,adj  不友好的， 敌意的； 敌方的,"angry and deliberately unfriendly towards someone, and ready to argue with them",Southampton fans gave their former coach a hostile reception .,sholvoir;toefl;exam;core,
flora,'flɔːrə,n  植物群,all the plants that grow in a particular place or country,Tourism is damaging the flora and fauna (= plants and animals ) of the island.,sholvoir;toefl;exam;core,
celestial,sə'lɛstʃəl,adj  天空的， 天上的,relating to the sky or heaven,...the clusters of celestial bodies in the ever-expanding universe.,sholvoir;toefl;exam;core,
decode,ˌdiː'koud,vt  译， 解， 破译,to discover the meaning of a message written in a  code (= a set of secret signs or letters ) ,The software decodes the information embedded in the satellite broadcasts.,sholvoir;toefl;exam;core,
bruise,bruz,v 出现伤痕；挫伤; n  伤痕， 擦痕， 青肿,"to affect someone badly and make them feel less confident; a purple or brown mark on your skin that you get because you have fallen, been hit etc",She fell off her bike and bruised her knee.,sholvoir;toefl;exam;core,
crawl,krɔl,v 缓慢行进；爬行; n  缓慢的速度,to move along on your hands and knees with your body close to the ground; Crawl is also a noun,The floor was crawling with ants.,sholvoir;toefl;exam;core,
identical,aɪ'dɛntɪkl,adj  相同的； 同一的,"exactly the same, or very similar",four identical houses,sholvoir;toefl;exam;core,
unaided,ʌn'edɪd,adj  未受协助的， 独立的,without help,She can no longer walk unaided.,sholvoir;toefl;exam;core,
ambitious,æm'bɪʃəs,adj  有雄心的， 有野心的,"determined to be successful, rich, powerful etc","Alfred was intensely ambitious, obsessed with the idea of becoming rich.",sholvoir;toefl;exam;core,
academic,",ækə'dɛmɪk",adj 学术的；学校的，学院的；纯理论的; n  大学教师,"relating to education, especially at college or university level; a teacher in a college or university",He possessed no academic qualifications.,sholvoir;toefl;exam;core,
coral,'kɔrəl,adj  珊瑚色的， 红色的; n 珊瑚,"pink or reddish-orange in colour; a hard red, white, or pink substance formed from the bones of very small sea creatures, which is often used to make jewellery",It is like the bow of the King of the Persians that is painted with vermilion and is tipped with coral.,sholvoir;toefl;exam;core,
function,'fʌŋkʃən,v  运行； 起作用; n 机能，功能，作用；函数,"to work in the correct or intended way; the purpose that something has, or the job that someone or something does",Her legs have now ceased to function .,sholvoir;toefl;exam;core,
raise,rez,v 举起，提升；直立；增加；募集；饲养，养育；引起；提出; n  提升， 增加,"to move or lift something to a higher position, place, or level; an increase in the money you earn",Can you raise the lamp so I can see?,sholvoir;toefl;exam;core,
delinquency,dɪ'lɪŋkwənsi,n  行为不良； 过失， 失职,"illegal or immoral behaviour or actions, especially by young people",the ever-rising statistics of delinquency and crime,sholvoir;toefl;exam;core,
pipe,paɪp,vt 用管道输送；用线路系统传输; n  管子， 管道； 烟斗,to send a liquid or gas through a pipe to another place; a tube through which a liquid or gas flows,villages with no piped water,sholvoir;toefl;exam;core,
pliant,'plaɪənt,adj  柔软的； 温顺的； 易受影响的,soft and moving easily in the way that you want,Isabel was pliant in his arms.,sholvoir;toefl;exam;core,
