word,phonetic,definition_zh,definition_en,example,tags,audio_file
probe,prob,v  调查， 探测,"to ask questions in order to find things out, especially things that other people do not want you to know",Police probed claims that he had sold drugs.,sholvoir;gre;exam;core,
incorrigibility,ɪnˌkɔrɪdʒə'bɪləti,n  无可救药,,,sholvoir;gre;exam;core,
clamor,'klæmə,n  吵闹， 喧哗,,,sholvoir;gre;exam;core,
harness,'hɑrnɪs,v  束以马具； 利用， 控制; n 马具，挽具,to control and use the natural force or power of something; a set of leather bands used to control a horse or to attach it to a vehicle it is pulling,We can harness the power of the wind to generate electricity.,sholvoir;gre;exam;core,
impatience,ɪm'peʃəns,n  不耐烦， 焦躁,"annoyance at having to accept delays, other people’s weaknesses etc",A note of impatience had entered his voice.,sholvoir;gre;exam;core,
sketch,skɛtʃ,v  画草图， 写概略; n 草图，概略,"a simple, quickly made drawing that does not show much detail",Holford sketched a 10-year programme for rebuilding the city.,sholvoir;gre;exam;core,
narcissism,'nɑrsɪ'sɪzəm,n  自恋， 自爱,when someone is too concerned about their appearance or abilities or spends too much time admiring them – used to show disapproval,"He went to the gym every day, driven purely by narcissism.",sholvoir;gre;exam;core,
fatten,'fætn,v  长胖， 变肥； 使…肥沃； 装满,"to make an animal become fatter so that it is ready to eat, or to become fat and ready to eat",They have kept the price of sugar artificially high and so fattened the company's profits.,sholvoir;gre;exam;core,
interlock,'ɪntɚlɑk,v  互锁， 连结,"if two or more things interlock, or if they are interlocked, they fit firmly together",a puzzle with 500 interlocking pieces,sholvoir;gre;exam;core,
antiquarianism,ˌænti'kweəriənizəm,n  古物研究， 好古癖,,,sholvoir;gre;exam;core,
vertebrate,'vɝtɪbrət,n&adj  脊椎动物,a living creature that has a backbone,Dead bodies of vertebrate in the field should not be collected or closely examined.,sholvoir;gre;exam;core,
rectify,'rɛktɪfaɪ,v  改正， 矫正； 提纯,to correct something that is wrong,"I did my best to rectify the situation, but the damage was already done.",sholvoir;gre;exam;core,
eventual,i'ventʃuəl,adj  最终的,happening at the end of a long period of time or after a lot of other things have happened,Sweden were the eventual winners of the tournament.,sholvoir;gre;exam;core,
refrain,rɪ'fren,v 抑制; n  叠句,"to not do something that you want to do; part of a song or poem that is repeated, especially at the end of each  verse ",Mrs. Hardie refrained from making any comment.,sholvoir;gre;exam;core,
pith,pɪθ,n  精髓， 要点,a soft white substance that fills the stems of some plants,"Even oranges don't eat the whole peel, but keep the pith , that white stringy stuff; it's packed with flavonoids.",sholvoir;gre;exam;core,
strut,strʌt,v 趾高气扬地走; n  支柱,"to walk proudly with your head high and your chest pushed forwards, showing that you think you are important; a long thin piece of metal or wood used to support a part of a building, the wing of an aircraft etc",He struts around town like he owns the place.,sholvoir;gre;exam;core,
jumble,'dʒʌmbl,v 使混乱，混杂; n  混杂， 杂乱,"to mix things together in an untidy way, without any order; a lot of different things mixed together in an untidy way, without any order",The photographs were all jumbled up.,sholvoir;gre;exam;core,
typographical,taɪpə'græfɪkl,adj  印刷上的,Typographical relates to the way in which printed material is presented,"Because of a typographical error, the town of Longridge was spelt as Longbridge.",sholvoir;gre;exam;core,
opposite,ˈɑpəzɪt; ˈɑpəsɪt,adj  相反的， 对立的,as different as possible from something else,"I thought the medicine would make him sleep, but it had the opposite effect.",sholvoir;gre;exam;core,
mendacious,men'deiʃəs,adj  不真实的， 虚假的； 习惯性说谎的,not truthful,mendacious propaganda,sholvoir;gre;exam;core,
aftermath,'æftəmæθ,n  后果， 余波,"the period of time after something such as a war, storm, or accident when people are still dealing with the results","In the aftermath of the coup, the troops opened fire on the demonstrators.",sholvoir;gre;exam;core,
cub,kʌb,n  幼兽； 笨手笨脚的年轻人,the baby of a wild animal such as a lion or a bear,a five-month old lion cub,sholvoir;gre;exam;core,
cue,kju,v 暗示，提示; n  暗示， 提示,"to give someone a sign that it is the right moment for them to speak or do something, especially during a performance; an action or event that is a signal for something else to happen",The studio manager will cue you when it’s your turn to come on.,sholvoir;gre;exam;core,
chortle,'tʃɔrtl,v 开心地笑，咯咯地笑; n  得意的笑,to laugh because you are amused or pleased about something,Harry chortled with delight.,sholvoir;gre;exam;core,
footle,'fu:tl,v  说胡话， 做傻事； 浪费),,,sholvoir;gre;exam;core,
stereotype,'stɛrɪətaɪp,n  固定形式， 老套,a belief or idea of what a particular type of person or thing is like. Stereotypes are often unfair or untrue.,There's always been a stereotype about successful businessmen.,sholvoir;gre;exam;core,
infringe,ɪn'frɪndʒ,v  违反， 侵害,to do something that is against a law or someone’s legal rights,A backup copy of a computer program does not infringe copyright.,sholvoir;gre;exam;core,
jurisdiction,",dʒʊrɪs'dɪkʃən",n  司法权， 审判权， 裁判权,"the right to use an official power to make legal decisions, or the area where this right exists",The British police have no jurisdiction over foreign bank accounts.,sholvoir;gre;exam;core,
concurrent,kən'kɝənt,adj  并发的； 协作的， 一致的,existing or happening at the same time,The exhibition reflected concurrent developments abroad.,sholvoir;gre;exam;core,
harass,"ˈhærəs, həˈræs",v  侵扰， 烦扰,"to make someone’s life unpleasant, for example by frequently saying offensive things to them or threatening them",A number of black youths have complained of being harassed by the police.,sholvoir;gre;exam;core,
moment,'momənt,n  瞬间； 重要,a very short period of time,He was here a moment ago .,sholvoir;gre;exam;core,
irreverent,ɪ'rɛvərənt,adj  不尊敬的,"someone who is irreverent does not show respect for organizations, customs, beliefs etc that most other people respect – often used to show approval",his irreverent sense of humour,sholvoir;gre;exam;core,
instinctive,ɪn'stɪŋktɪv,adj  本能的,based on instinct and not involving thought,a mother’s instinctive love,sholvoir;gre;exam;core,
mettle,'mɛtl,n  勇气， 斗志,courage and determination to do something even when it is very difficult,"As to whether MoUs recover, that depends on their mettle.",sholvoir;gre;exam;core,
tear,(for v.) ˈter; (for n.) ˈtir,v  撕裂,to pull something violently from a person or place,Have you sewn up the tear in my coat?,sholvoir;gre;exam;core,
attach,ə'tætʃ,v  系上， 贴上， 附上,to fasten or connect one object to another,We attach labels to things before we file them away.,sholvoir;gre;exam;core,
distribute,dɪ'strɪbjut,v  分发， 分配,"to share things among a group of people, especially in a planned way",a man distributing leaflets to passers-by,sholvoir;gre;exam;core,
stench,stɛntʃ,n  臭气， 恶臭,a very strong bad smell,the stench of urine,sholvoir;gre;exam;core,
participate,pɑr'tɪsə'pet,v  分担； 参与； 分享,to take part in an activity or event,Some members refused to participate.,sholvoir;gre;exam;core,
rapacious,rə'peʃəs,adj  掠夺的； 贪婪的,"always wanting more money, goods etc than you need or have a right to",rapacious landlords,sholvoir;gre;exam;core,
lottery,'lɑtəri,n  抽彩给奖法,"a game used to make money for a state or a  charity  in which people buy tickets with a series of numbers on them. If their number is picked by chance, they win money or a prize.",a lottery ticket,sholvoir;gre;exam;core,
shove,ʃʌv,v  推挤， 猛推,"to push someone or something in a rough or careless way, using your hands or shoulders",He shoved her towards the car.,sholvoir;gre;exam;core,
reflective,rɪ'flɛktɪv,adj  反射的， 反照的； 深思熟虑的,a reflective surface reflects light,Stick reflective tape on your school bag.,sholvoir;gre;exam;core,
suborn,sə'bɔrn,v  收买， 贿赂,"to persuade someone to tell lies in a court of law or to do something else that is illegal, especially for money",an attempt to suborn a witness,sholvoir;gre;exam;core,
comatose,'komətos,adj  昏迷的,in a coma,The right side of my brain had been so severely bruised that I was comatose for a month.,sholvoir;gre;exam;core,
bibliomania,",bɪblɪə'menɪə",n  藏书癖,extreme fondness for books ,,sholvoir;gre;exam;core,
huffy,'hʌfi,adj  愤怒的， 恼怒的,"in a bad  mood (= the way that you feel )  , especially because someone has offended you",Some customers get huffy when you ask them for their ID.,sholvoir;gre;exam;core,
cabinet,'kæbɪnət,n  橱柜； 内阁,the politicians with important positions in a government who meet to make decisions or advise the leader of the government,a cabinet meeting,sholvoir;gre;exam;core,
insubstantial,",ɪnsəb'stænʃl",adj  无实体的； 脆弱的,"not solid, large, strong, or definite",The evidence seemed very insubstantial.,sholvoir;gre;exam;core,
variegate,"'vɛrɪ,get",v  使多样化， 使色彩斑澜,,"To diversify(something)in color, shading, or character; variegate.",sholvoir;gre;exam;core,
ostensible,ɑ'stɛnsəbl,adj  表面上的,"seeming to be the reason for or the purpose of something, but usually hiding the real reason or purpose",The ostensible purpose of these meetings was to gather information on financial strategies.,sholvoir;gre;exam;core,
tedious,'tidɪəs,adj  冗长的， 乏味的,something that is tedious continues for a long time and is not interesting,The work was tiring and tedious.,sholvoir;gre;exam;core,
initiate,ɪ'nɪʃɪet,v  发起， 开始； 接纳,"to arrange for something important to start, such as an official process or a new plan",They have decided to initiate legal proceedings against the newspaper.,sholvoir;gre;exam;core,
prepossessing,",pripə'zɛsɪŋ",adj  给人好感的,looking attractive or pleasant,a prepossessing smile,sholvoir;gre;exam;core,
glare,ɡlɛr,v  发炫光； 怒目而视,to look angrily at someone for a long time,The sun glared down on us.,sholvoir;gre;exam;core,
terrestrial,tə'rɛstrɪəl,adj  地球的； 陆地的,relating to the Earth rather than to the moon or other  planets ,...terrestrial life forms.,sholvoir;gre;exam;core,
deception,dɪ'sɛpʃən,n  欺骗， 诡计,the act of deliberately making someone believe something that is not true,She didn’t have the courage to admit to her deception.,sholvoir;gre;exam;core,
slovenly,'slʌvnli,adj  不整洁的， 邋遢的,"lazy, untidy, and careless",slovenly habits,sholvoir;gre;exam;core,
budget,'bʌdʒɪt,v  做预算， 安排开支; n 预算,"if you budget something such as time, you decide how much of it you will need; the money that is available to an organization or person, or a plan of how it will be spent",We’ll have to budget more carefully.,sholvoir;gre;exam;core,
interlocking,ˌɪntər'lɑːkɪŋ,adj  连锁的； 关联的,,"Set inlcudes 8 interlocking blocks, a ball launcher, a catch funnel and 2 balls.",sholvoir;gre;exam;core,
ultimate,ˈʌltəmɪt,adj  最后的,"someone’s ultimate aim is their main and most important aim, that they hope to achieve in the future",The ultimate outcome of the experiment cannot be predicted.,sholvoir;gre;exam;core,
prosecute,'prɑsɪ'kjʊt,v  起诉； 告发,to charge someone with a crime and try to show that they are guilty of it in a court of law,Shoplifters will be prosecuted.,sholvoir;gre;exam;core,
ancestral,æn'sɛstrəl,adj  祖先的， 祖传的,"You use ancestral to refer to a person's family in former times, especially when the family is important and has property or land that they have had for a long time",...the family's ancestral home in southern Germany.,sholvoir;gre;exam;core,
